Product Name,Product Description,Product Categories,Product Price,Product Price per person,Minimum Price Per Person,Product Sub-category,Vegan,Gluten Free,Halal,Kind
Salmon & Scallop Poke Bowl (Regular),,Hawaiian,16,,,Regular-Poke-Bowls,FALSE,FALSE,FALSE,Individual
Salmon & Tuna Combo,"Tuna Maki, Salmon Nigiri & Tuna Nigiri",Japanese,19.5,,,Individually-Packed-Sushi-Combos,FALSE,FALSE,FALSE,Individual
Salmon Bento Box,,Japanese,22,,,Individually-Packed-Bowls,FALSE,FALSE,FALSE,Individual
Salmon Teriyaki Rice Bowl,,Japanese,22,,,Individually-Packed-Bowls,FALSE,FALSE,FALSE,Individual
Salt & Pepper Squid,Deep fried squid tossed in spiced salt & diced chilli pepper,Chinese,200,10,,Main-Platter,FALSE,FALSE,FALSE,Platter
Salt & Pepper Squid with Chowmein,,Chinese,20,,,Individually-Packed-Chowmein-Combo,FALSE,FALSE,FALSE,Platter
Salt & Pepper Squid with Fried Rice,,Chinese,20,,,Individually-Packed-Rice-Combo,FALSE,FALSE,FALSE,Platter
Salt & Vinegar Chips,,Snacks & Drinks,5,,5,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Sashimi Bento Box,,Japanese,23,,,Individually-Packed-Bowls,FALSE,FALSE,FALSE,Individual
Sate Beef Banh Mi,"Beef marinated in aromatic sate sauce with asian spices, garlic, lemongrass & fish sauce (contains peanuts)",Vietnamese,13,,,Individually-Packed-Banh-Mi,FALSE,FALSE,FALSE,Individual
Sate Beef Banh Mi Platter,"Beef marinated in aromatic sate sauce with asian spices, garlic, lemongrass & fish sauce (contains peanuts)",Vietnamese,240,12,,Banh-Mi-Platter,FALSE,FALSE,FALSE,Platter
Seafood Chowmein,Chowmein with seafood,Chinese,160,8,,Rice-&-Noodles-Platter,FALSE,FALSE,FALSE,Platter
Seafood Tempura,,Japanese,120,6,,Sides-Platter,FALSE,FALSE,FALSE,Platter
Seafood Yakisoba,,Japanese,22,,,Individually-Packed-Bowls,FALSE,FALSE,FALSE,Individual
Seasonal Vegetable with Crispy Tofu,Variety of vegetables stir fried together with crispy tofu,Chinese,200,10,,Main-Platter,TRUE,FALSE,FALSE,Individual
Seasonal Vegetable with Crispy Tofu with Chowmein,,Chinese,20,,,Individually-Packed-Chowmein-Combo,TRUE,FALSE,FALSE,Individual
Seasonal Vegetable with Crispy Tofu with Fried Rice,,Chinese,20,,,Individually-Packed-Rice-Combo,TRUE,FALSE,FALSE,Platter
Sesame Crunch Wrap,"Romaine, Cabbage, Carrots, Crispy Wontons, Cucumber, Green Onions, Sesame Seeds, Sweet Sesame Soy, Whole Wheat Wrap",Healthy,14,,,Wraps,FALSE,FALSE,FALSE,Individual
Shahi Paneer,"Homemade diced cheese cooked in onion, cream & tomato sauce",Indian,140,7,,Curry-Platter,TRUE,FALSE,FALSE,Platter
Shahi Paneer Combo,"Shahi Paneer with Dal Makhani, Rice & Naan ",Indian,19,,,Individual-Combo,TRUE,FALSE,FALSE,Individual
Shahi Paneer Combo with Dessert,"Shahi Paneer with Dal Makhani, Rice, Naan & Gulab Jamun",Indian,20,,,Individual-Combo-with-Dessert,TRUE,FALSE,FALSE,Individual
Shanghai Style Pork Chowmein,Chowmein with shanghai style pork,Chinese,160,8,,Rice-&-Noodles-Platter,FALSE,FALSE,FALSE,Individual
Shitake Mushroom & Bok Choy,Mushroom and bok choy cooked together with minced garlic,Chinese,200,10,,Main-Platter,TRUE,FALSE,FALSE,Individual
Shitake Mushroom & Bok Choy with Chowmein,,Chinese,20,,,Individually-Packed-Chowmein-Combo,TRUE,FALSE,FALSE,Individual
Shitake Mushroom & Bok Choy with Fried Rice,,Chinese,20,,,Individually-Packed-Rice-Combo,TRUE,FALSE,FALSE,Individual
Shrimp Fried Rice,Fried rice with shrimp,Chinese,160,8,,Rice-&-Noodles-Platter,FALSE,FALSE,FALSE,Platter
Soft Chilli Lime Fish Tacos,"Soft flour taco shells with chilli lime fish, salsa, cheese and sauces (Served as build your own taco style)",Mexican,90,4.5,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Soft Grilled Chicken Tacos,"Soft flour taco shells with grilled chicken, salsa, cheese and sauces (Served as build your own taco style)",Mexican,90,4.5,,Appetizer-Platter,FALSE,FALSE,TRUE,Platter
Soft Grilled Veggie Tacos,"Soft flour taco shells with grilled veggie, salsa, cheese and sauces (Served as build your own taco style)",Mexican,90,4.5,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Soft Ground Beef Tacos,"Soft flour taco shells with ground beef, salsa, cheese and sauces (Served as build your own taco style)",Mexican,90,4.5,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Soft Pork Al Pastor Tacos,"Soft flour taco shells with pork al pastor, salsa, cheese and sauces (Served as build your own taco style)",Mexican,90,4.5,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Soft Spicy Chicken Tacos,"Soft flour taco shells with spicy chicken, salsa, cheese and sauces (Served as build your own taco style)",Mexican,90,4.5,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Soft Spicy Tofu Tacos,"Soft flour taco shells with spicy tofu, salsa, cheese and sauces (Served as build your own taco style)",Mexican,90,4.5,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Som Tum Salad,"Green papaya, garlic, chili, green beans, crushed peanuts carrots, tomatoes in spicy lime dressing",Thai,15,,,Individually-Packed-Salads,FALSE,FALSE,FALSE,Individual
Sour Cream & Onion Chips,,Snacks & Drinks,5,,5,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Spaghetti & Meatballs Platter,,Pasta,300,15,,Pasta-Platter,FALSE,FALSE,FALSE,Platter
Spaghetti & Meatballs with Focaccia,,Pasta,18,,,Individually-Packed-Pasta,FALSE,FALSE,FALSE,Individual
Spicy Barbecue Chips,,Snacks & Drinks,5,,5,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Spicy Buffalo Chicken Wrap,"Brown Rice, Romaine, Chicken, Aged Cheddar, Carrots, Jalapeno, Tomatoes, Greek Yogurt Ranch, Hot Sauce, Whole Wheat Wrap",Healthy,16,,,Wraps,FALSE,FALSE,FALSE,Individual
Spicy Chicken Burger,,American,240,12,,Burger-Platter,FALSE,FALSE,FALSE,Platter
Spicy Chicken Burger,,American,15,,,Individually-Packed-Burger,FALSE,FALSE,FALSE,Platter
Spicy Chicken Burrito,"Spicy Chicken with rice, beans, salsa, veggies and cheese, all rolled into a grilled tortilla",Mexican,12,,,Individually-Packed-Burrito,FALSE,FALSE,FALSE,Individual
Spicy Chicken Burrito Platter,"Spicy Chicken with rice, beans, salsa, veggies and cheese, all rolled into a grilled tortilla",Mexican,240,12,,Burrito-Platter,FALSE,FALSE,FALSE,Platter
Spicy Chicken Quesadilla,"Melted, cheesy goodness with spicy chicken grilled in a flour tortilla",Mexican,14,,,Individually-Packed-Quesadilla,FALSE,FALSE,FALSE,Individual
Spicy Chicken Quesadilla Platter,"Melted, cheesy goodness with spicy chicken grilled in a flour tortilla",Mexican,280,14,,Quesadilla-Platter,FALSE,FALSE,FALSE,Platter
Spicy Chicken Rice Bowl,"Spicy Chicken with rice, beans, salsa, veggies and cheese",Mexican,14,,,Individually-Packed-Bowl,FALSE,FALSE,FALSE,Individual
Spicy Chicken Rice Bowl Platter,"Spicy Chicken with rice, beans, salsa, veggies and cheese (Served as build your own bowl style)",Mexican,280,14,,Bowl-Platter,FALSE,FALSE,FALSE,Platter
Spicy Chilli Garlic Prawns,Prawns stir-fried with diced peppers & spicy tomato sauce,Chinese,200,10,,Main-Platter,FALSE,FALSE,FALSE,Platter
Spicy Chilli Garlic Prawns with Chowmein,,Chinese,20,,,Individually-Packed-Chowmein-Combo,FALSE,FALSE,FALSE,Platter
Spicy Chilli Garlic Prawns with Fried Rice,,Chinese,20,,,Individually-Packed-Rice-Combo,FALSE,FALSE,FALSE,Individual
Spicy Ginger Beef,Crispy shredded beef tossed in a spicy gingery sauce,Chinese,200,10,,Main-Platter,FALSE,FALSE,FALSE,Individual
Spicy Ginger Beef with Chowmein,,Chinese,20,,,Individually-Packed-Chowmein-Combo,FALSE,FALSE,FALSE,Individual
Spicy Ginger Beef with Fried Rice,,Chinese,20,,,Individually-Packed-Rice-Combo,FALSE,FALSE,FALSE,Platter
Spicy Jalapeno Pineapple Chicken,,Pizza,12,,,Chicken,FALSE,FALSE,FALSE,Individual
Spicy Salmon & Spicy Tuna Poke Bowl (Large),,Hawaiian,19,,,Large-Poke-Bowls,FALSE,FALSE,FALSE,Individual
Spicy Salmon & Spicy Tuna Poke Bowl (Regular),,Hawaiian,16,,,Regular-Poke-Bowls,FALSE,FALSE,FALSE,Individual
Spicy Salted Spareribs,Crispy spareribs dusted in spiced salt & diced chilli peppers,Chinese,200,10,,Main-Platter,FALSE,FALSE,FALSE,Individual
Spicy Salted Spareribs with Chowmein,,Chinese,20,,,Individually-Packed-Chowmein-Combo,FALSE,FALSE,FALSE,Individual
Spicy Salted Spareribs with Fried Rice,,Chinese,20,,,Individually-Packed-Rice-Combo,FALSE,FALSE,FALSE,Platter
Spicy Sushi Combo,"Spicy Tuna Roll, Spicy Salmon Roll & Spicy Dynamite Roll",Japanese,19.5,,,Individually-Packed-Sushi-Combos,FALSE,FALSE,FALSE,Individual
Spicy Tofu Burrito,"Spicy Tofu with rice, beans, salsa, veggies and cheese, all rolled into a grilled tortilla",Mexican,12,,,Individually-Packed-Burrito,FALSE,FALSE,FALSE,Individual
Spicy Tofu Burrito Platter,"Spicy Tofu with rice, beans, salsa, veggies and cheese, all rolled into a grilled tortilla",Mexican,240,12,,Burrito-Platter,FALSE,FALSE,FALSE,Platter
Spicy Tofu Quesadilla,"Melted, cheesy goodness with spicy tofu grilled in a flour tortilla",Mexican,14,,,Individually-Packed-Quesadilla,FALSE,FALSE,FALSE,Individual
Spicy Tofu Quesadilla Platter,"Melted, cheesy goodness with spicy tofu grilled in a flour tortilla",Mexican,280,14,,Quesadilla-Platter,FALSE,FALSE,FALSE,Platter
Spicy Tofu Rice Bowl,"Spicy Tofu with rice, beans, salsa, veggies and cheese",Mexican,14,,,Individually-Packed-Bowl,FALSE,FALSE,FALSE,Individual
Spicy Tofu Rice Bowl Platter,"Spicy Tofu with rice, beans, salsa, veggies and cheese (Served as build your own bowl style)",Mexican,280,14,,Bowl-Platter,FALSE,FALSE,FALSE,Platter
Spinach & Feta Stuffed Cheesy Bread,,Pizza,10,,,Breads,FALSE,FALSE,FALSE,Individual
Spring Roll,"Stuffed with cabbage, carrot, vermicelli and served with plum sauce",Thai,65,3.25,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Spring Rolls,Fried Rolls filled with fresh vegetables,Chinese,100,5,,Appetizer-Platter,TRUE,FALSE,FALSE,Individual
Sprite (12 Cans),,Snacks & Drinks,14,,14,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Sprite (2L Bottle),,Snacks & Drinks,5.5,,5.5,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Steak Buddha Satay Noodle Bowl,"Steak, Rice Noodles, Broccoli, Cabbage, Carrots, Crispy Wontons, Green Onions, Spicy Peanut Sauce",Healthy,19,,,Bowls,FALSE,FALSE,FALSE,Individual
Steak Chipotle Cheddar Rice Bowl,"Steak, Brown Rice, Aged Cheddar, Black Beans, Cabbage, Carrots, Corn, Green Onion, Tomatoes, Creamy Chipotle Dressing",Healthy,19,,,Bowls,FALSE,FALSE,FALSE,Individual
Steak Teriyaki Twist Rice Bowl,"Steak, Brown Rice, Broccoli, Carrots, Crispy wontons, Cucumber, Edamame, Green Onions, Sesame Seeds, Teriyaki",Healthy,19,,,Bowls,FALSE,FALSE,FALSE,Individual
Sushi Bake Tray,"Salmon and imitation crab with white rice, roasted corn, mayo, cucumber, pickled ginger and seaweed seasoning.",Hawaiian,300,15,,Hawaiian-Party-Tray,FALSE,FALSE,FALSE,Platter
Sushi Combo A,"California Roll, Tuna, Salmon, Ebi & Egg",Japanese,16.5,,,Individually-Packed-Sushi-Combos,FALSE,FALSE,FALSE,Individual
Sushi Combo B,"California Roll, Tuna Maki, Salmon Maki",Japanese,16.5,,,Individually-Packed-Sushi-Combos,FALSE,FALSE,FALSE,Individual
Sushi Platter A,"California Roll, BC Roll, Tuna Roll, Smoked Salmon Box Sushi, House Roll, Dynamite Roll, Salmon Roll & Kappa Roll",Japanese,60,15,,Sushi-Trays,FALSE,FALSE,FALSE,Platter
Sushi Platter B,"Salmon Maki, Tuna Maki, Kappa Maki, California Roll, Spicy Tuna Roll, Spicy Salmon Roll, BC Roll, Yam Roll & Dynamite Roll",Japanese,56,14,,Sushi-Trays,FALSE,FALSE,FALSE,Platter
Sushi Platter C,California Roll & Dynamite Roll,Japanese,56,14,,Sushi-Trays,FALSE,FALSE,FALSE,Platter
Sushi Platter D (Veg),"Avocado Roll, Inari Roll, Cucumber Roll, Tofu Roll, Yam Tempura Roll, Vegetable Roll & Oshinko Roll",Japanese,52,13,,Sushi-Trays,FALSE,FALSE,FALSE,Platter
Sweet & Sour Chicken,Crispy battered chicken tossed in sweet & sour sauce,Chinese,200,10,,Main-Platter,FALSE,FALSE,FALSE,Platter
Sweet & Sour Chicken with Chowmein,,Chinese,20,,,Individually-Packed-Chowmein-Combo,FALSE,FALSE,FALSE,Platter
Sweet & Sour Chicken with Fried Rice,,Chinese,20,,,Individually-Packed-Rice-Combo,FALSE,FALSE,FALSE,Individual
Sweet & Sour Fish,Crispy battered fish tossed in sweet & sour sauce,Chinese,200,10,,Main-Platter,FALSE,FALSE,FALSE,Platter
Sweet & Sour Fish with Chowmein,,Chinese,20,,,Individually-Packed-Chowmein-Combo,FALSE,FALSE,FALSE,Individual
Sweet & Sour Fish with Fried Rice,,Chinese,20,,,Individually-Packed-Rice-Combo,FALSE,FALSE,FALSE,Individual
Sweet & Sour Pork,Boneless pork & pineapple chunks with sweet & sour sauce,Chinese,200,10,,Main-Platter,FALSE,FALSE,FALSE,Individual
Sweet & Sour Pork with Chowmein,,Chinese,20,,,Individually-Packed-Chowmein-Combo,FALSE,FALSE,FALSE,Individual
Sweet & Sour Pork with Fried Rice,,Chinese,20,,,Individually-Packed-Rice-Combo,FALSE,FALSE,FALSE,Platter
Sweet BBQ Bacon Chicken,,Pizza,12,,,Chicken,FALSE,FALSE,FALSE,Individual
Sweet Icing Dip,,Pizza,1.5,,,Dips,FALSE,FALSE,FALSE,Individual
Sweet Mango Habanero Chicken Wings,,Pizza,12,,,Chicken,FALSE,FALSE,FALSE,Individual
Sweet Vinegar Spareribs,Spareribs tossed in sweet vinegar sauce,Chinese,200,10,,Main-Platter,FALSE,FALSE,FALSE,Individual
Sweet Vinegar Spareribs with Chowmein,,Chinese,20,,,Individually-Packed-Chowmein-Combo,FALSE,FALSE,FALSE,Platter
Sweet Vinegar Spareribs with Fried Rice,,Chinese,20,,,Individually-Packed-Rice-Combo,FALSE,FALSE,FALSE,Platter
Szechuan Hot Chilli Pork Wontons,"Wonton with pork filling, tossed in chilli oil, garlic, vinegar & spinach",Chinese,100,5,,Appetizer-Platter,FALSE,FALSE,FALSE,Individual
Szechuan Mapo Tofu,Soft Tofu cooked with vegetables in peppercorn sace,Chinese,200,10,,Main-Platter,TRUE,FALSE,FALSE,Platter
Szechuan Mapo Tofu with Chowmein,,Chinese,20,,,Individually-Packed-Chowmein-Combo,TRUE,FALSE,FALSE,Individual
Szechuan Mapo Tofu with Fried Rice,,Chinese,20,,,Individually-Packed-Rice-Combo,TRUE,FALSE,FALSE,Individual
Szechuan Marbled Pork & Cabbage,"Braised pork belly, five spiced tofu, leeks, garlic & chilli peppers",Chinese,200,10,,Main-Platter,FALSE,FALSE,FALSE,Individual
Szechuan Marbled Pork & Cabbage with Chowmein,,Chinese,20,,,Individually-Packed-Chowmein-Combo,FALSE,FALSE,FALSE,Individual
Szechuan Marbled Pork & Cabbage with Fried Rice,,Chinese,20,,,Individually-Packed-Rice-Combo,FALSE,FALSE,FALSE,Individual
Szechuan Style Pepper Chicken,"Boneless chicken stir-fried with dried peppers, tongue tingling peppercorn, garlic, ginger & green onion",Chinese,200,10,,Main-Platter,FALSE,FALSE,FALSE,Individual
Szechuan Style Pepper Chicken with Chowmein,,Chinese,20,,,Individually-Packed-Chowmein-Combo,FALSE,FALSE,FALSE,Platter
Szechuan Style Pepper Chicken with Fried Rice,,Chinese,20,,,Individually-Packed-Rice-Combo,FALSE,FALSE,FALSE,Platter
Takoyaki,,Japanese,100,5,,Sides-Platter,FALSE,FALSE,FALSE,Platter
Tandoori Chicken,Chicken marinated with authentic Indian spices and grilled in the tandoor to perfection,Indian,120,6,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Tandoori Fish,"Fish marinated in fresh garlic, ginger and spices, grilled in the tandoor to perfection",Indian,120,6,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Tandoori Roti,Whole wheat bread thin baked in the tandoor oven,Indian,50,2.5,,Breads-Platter,TRUE,FALSE,FALSE,Platter
Tandoori Soya Chaap,Soybean cubes marinated with yogurt in Indian spices & cooked in tandoor oven,Indian,120,6,,Appetizer-Platter,TRUE,FALSE,FALSE,Platter
Tandoori Vegetable,Assorted pieces of vegetables marinated in special Indian spices and grilled in the tandoor to perfection,Indian,120,6,,Appetizer-Platter,TRUE,FALSE,FALSE,Platter
Tea (Serves 12),,Baked Goods & Coffee,48,4,,Drinks,FALSE,FALSE,FALSE,Platter
Teriyaki Twist Rice Bowl,"Brown Rice, Broccoli, Carrots, Crispy wontons, Cucumber, Edamame, Green Onions, Sesame Seeds, Teriyaki",Healthy,15,,,Bowls,FALSE,FALSE,FALSE,Individual
Texas Steak Smokehouse Wrap,"Whole Wheat Tortilla, Steak, Brown Rice, Hot Black Beans, Salsa Fresca, Avocado, Aged Cheddar, Corn, Greek Yogurt Ranch, Fiery Bbq",Healthy,17,,,Wraps,FALSE,FALSE,FALSE,Individual
Thai Noodle Salad,"Bean vermicelli, ground chicken, prawn, onions, tomatoes, tossed in spicy chili garlic dressing and served on a bed of greens",Thai,15,,,Individually-Packed-Salads,FALSE,FALSE,FALSE,Individual
Tofu Bento Box,,Japanese,19,,,Individually-Packed-Bowls,FALSE,FALSE,FALSE,Individual
"Tofu Cashew Nut with Rice, Salad & Spring Roll",,Thai,19,,,Individually-Packed-Combos,FALSE,FALSE,FALSE,Individual
"Tofu Green Curry with Rice, Salad & Spring Roll",,Thai,19,,,Individually-Packed-Combos,FALSE,FALSE,FALSE,Individual
"Tofu Massaman Curry with Rice, Salad & Spring Roll",,Thai,19,,,Individually-Packed-Combos,FALSE,FALSE,FALSE,Individual
